254,0
338,0
416,0
437,0
698,0
727,0
814,0
857,0
882,0
909,0
923,0
950,0
986,0
1012,0
1015,0
1137,0
1185,0
1191,0
1193,0
1249,0
1256,0
1281,0
1440,0
1453,0
1510,0
1569,0
1681,0
1879,0
1918,0
1945,0
1980,0
2087,0
2137,0
2306,0
2358,0
2566,0
2682,0
2765,0
3085,0
3109,0
3127,0
3136,0
3397,0
3399,0
3465,0
3553,0
3616,0
3718,0
3786,0
3793,0
3816,0
3825,0
3877,0
3975,0
4277,0
4290,0
4366,0
4390,0
4403,0
4529,0
4544,0
4547,0
4606,0
4653,0
4748,0
4857,0
4892,0
4916,0
5147,0
5461,0
5666,0
5763,0
5775,0
5904,0
6279,0
6297,0
6314,0
6377,0
6479,0
6651,0
6718,0
6764,0
6768,0
6773,0
6855,0
7073,0
7125,0
7130,0
7250,0
7278,0
7407,0
7431,0
7512,0
7607,0
7711,0
7904,0
7937,0
8305,0
8322,0
8452,0
8508,0
8676,0
8750,0
8768,0
8813,0
8839,0
8893,0
8940,0
9051,0
9179,0
9238,0
9446,0
9462,0
9466,0
9652,0
9710,0
9788,0
9789,0
9924,0
9961,0
10003,0
10028,0
10071,0
10107,0
10166,0
10270,0
10331,0
10395,0
10441,0
10444,0
10535,0
10585,0
10598,0
10653,0
10687,0
10688,0
10987,0
11135,0
11163,0
11178,0
11203,0
11322,0
11407,0
11555,0
11667,0
11698,0
11734,0
12011,0
12027,0
12122,0
12221,0
12259,0
12312,0
12323,0
12400,0
12406,0
12519,0
12581,0
12964,0
13290,0
13326,0
13342,0
13494,0
13561,0
13910,0
13916,0
13929,0
13930,0
14018,0
14129,0
14159,0
14196,0
14204,0
14228,0
14460,0
14472,0
14533,0
14547,0
14551,0
14556,0
14583,0
14612,0
14679,0
14797,0
14831,0
15096,0
15118,0
15152,0
15214,0
15218,0
15484,0
15499,0
15513,0
15642,0
15782,0
15811,0
15848,0
15892,0
15898,0
15932,0
15955,0
15989,0
16023,0
16101,0
16368,0
16407,0
16446,0
16508,0
16522,0
16612,0
16712,0
16728,0
16741,0
16781,0
16829,0
16865,0
16910,0
16914,0
16935,0
17052,0
17115,0
17126,0
17207,0
17391,0
17460,0
17462,0
17475,0
17571,0
17738,0
17765,0
17782,0
17785,0
17998,0
18053,0
18086,0
18145,0
18146,0
18158,0
18280,0
18322,0
18598,0
18745,0
18897,0
18909,0
18989,0
19301,0
19387,0
19450,0
19478,0
19491,0
19653,0
19678,0
19709,0
19876,0
19898,0
20000,0
20022,0
20158,0
20233,0
20340,0
20393,0
20424,0
20443,0
20538,0
20596,0
20633,0
20670,0
20681,0
20860,0
20880,0
21042,0
21391,0
21392,0
21562,0
21602,0
21615,0
21620,0
21636,0
21813,0
21855,0
21899,0
21930,0
21982,0
22014,0
22059,0
22060,0
22067,0
22079,0
22135,0
22231,0
22265,0
22268,0
22275,0
22355,0
22377,0
22386,0
22410,0
22472,0
22505,0
22585,0
22675,0
22704,0
22795,0
22859,0
22874,0
22978,0
22984,0
22997,0
23075,0
23255,0
23366,0
23405,0
23488,0
23502,0
23611,0
23713,0
23716,0
23911,0
23945,0
23980,0
24158,0
24215,0
24391,0
24406,0
24426,0
24462,0
24767,0
24771,0
24785,0
24855,0
24894,0
24903,0
24951,0
25016,0
25022,0
25175,0
25272,0
25287,0
25287,0
25294,0
25430,0
25442,0
25446,0
25539,0
25571,0
25636,0
25640,0
25812,0
25878,0
25897,0
25901,0
25904,0
25930,0
26038,0
26191,0
26504,0
26529,0
26539,0
26572,0
26618,0
26835,0
26956,0
26962,0
27290,0
27565,0
27687,0
27834,0
27865,0
27895,0
27973,0
27977,0
28029,0
28043,0
28073,0
28115,0
28287,0
28296,0
28301,0
28341,0
28395,0
28461,0
28488,0
28546,0
28574,0
28654,0
28689,0
28730,0
28742,0
28811,0
28942,0
29010,0
29089,0
29103,0
29154,0
29204,0
29263,0
29318,0
29370,0
29417,0
29459,0
29551,0
29560,0
29777,0
29856,0
29976,0
30008,0
30084,0
30125,0
30206,0
30225,0
30357,0
30497,0
30638,0
30976,0
31025,0
31170,0
31235,0
31289,0
31317,0
31338,0
31415,0
31467,0
31480,0
31537,0
31658,0
31669,0
31736,0
32010,0
32059,0
32085,0
32125,0
32267,0
32312,0
32345,0
32376,0
32418,0
32511,0
32605,0
32610,0
32648,0
32788,0
32806,0
32811,0
32813,0
33056,0
33110,0
33143,0
33167,0
33265,0
33307,0
33549,0
33550,0
33759,0
33811,0
33934,0
33974,0
34027,0
34155,0
34207,0
34238,0
34372,0
34439,0
34500,0
34526,0
34541,0
34716,0
34723,0
34824,0
34849,0
35087,0
35136,0
35374,0
35388,0
35388,0
35533,0
35543,0
35708,0
35796,0
35876,0
35885,0
36016,0
36021,0
36234,0
36256,0
36339,0
36401,0
36437,0
36561,0
36587,0
36796,0
36926,0
36934,0
37062,0
37080,0
37169,0
37225,0
37285,0
37299,0
37337,0
37475,0
37520,0
37585,0
37651,0
37675,0
37740,0
37759,0
37857,0
37889,0
37994,0
38092,0
38118,0
38143,0
38285,0
38459,0
38493,0
38546,0
38624,0
38712,0
38883,0
38933,0
38944,0
39339,0
39404,0
39533,0
39596,0
39739,0
39787,0
39859,0
39865,0
39941,0
39942,0
39947,0
40160,0
40406,0
40420,0
40712,0
40804,0
40809,0
40824,0
40854,0
41010,0
41095,0
