Model,Platform,Trials,Batch size,50th pct,90th pct,Average,Min,Max
prajjwal1/bert-tiny,PyTorch,1000,1,0.0009672641754150391,0.0011031627655029297,0.0010099635124206543,0.0007212162017822266,0.031365156173706055
prajjwal1/bert-tiny,PyTorch,1000,2,0.0010769367218017578,0.0011599063873291016,0.0010851023197174072,0.0009109973907470703,0.0032529830932617188
prajjwal1/bert-tiny,PyTorch,1000,4,0.001341104507446289,0.0014231204986572266,0.0013423600196838378,0.0010411739349365234,0.0022857189178466797
prajjwal1/bert-tiny,PyTorch,1000,8,0.0014221668243408203,0.0015180110931396484,0.0014234116077423095,0.0011348724365234375,0.002123117446899414
prajjwal1/bert-tiny,PyTorch,1000,16,0.0019481182098388672,0.002070903778076172,0.0019551780223846437,0.0016391277313232422,0.002750873565673828
prajjwal1/bert-mini,PyTorch,1000,1,0.0009541511535644531,0.0010411739349365234,0.0009574258327484131,0.0006899833679199219,0.0020279884338378906
prajjwal1/bert-mini,PyTorch,1000,2,0.001093149185180664,0.0011730194091796875,0.0010940585136413575,0.000904083251953125,0.002171754837036133
prajjwal1/bert-mini,PyTorch,1000,4,0.0013761520385742188,0.0014667510986328125,0.0013777081966400147,0.001168966293334961,0.0023081302642822266
prajjwal1/bert-mini,PyTorch,1000,8,0.00146484375,0.0016291141510009766,0.0014790241718292236,0.0011568069458007812,0.0023970603942871094
prajjwal1/bert-mini,PyTorch,1000,16,0.0019426345825195312,0.0020461082458496094,0.0019441463947296143,0.0017001628875732422,0.0027761459350585938
prajjwal1/bert-small,PyTorch,1000,1,0.0009667873382568359,0.0010690689086914062,0.0009743115901947022,0.0007569789886474609,0.0020940303802490234
prajjwal1/bert-small,PyTorch,1000,2,0.0011141300201416016,0.0012061595916748047,0.0011159441471099854,0.0008420944213867188,0.001987934112548828
prajjwal1/bert-small,PyTorch,1000,4,0.0012798309326171875,0.0014636516571044922,0.0013067269325256349,0.0010471343994140625,0.0031599998474121094
prajjwal1/bert-small,PyTorch,1000,8,0.0013968944549560547,0.0015270709991455078,0.0014056107997894288,0.001188039779663086,0.002379894256591797
prajjwal1/bert-small,PyTorch,1000,16,0.0020017623901367188,0.0021419525146484375,0.0020079989433288573,0.001734018325805664,0.002554178237915039
prajjwal1/bert-medium,PyTorch,1000,1,0.0009567737579345703,0.0010612010955810547,0.0009641046524047852,0.0007700920104980469,0.0021119117736816406
prajjwal1/bert-medium,PyTorch,1000,2,0.0011510848999023438,0.0012707710266113281,0.0011563479900360107,0.0008513927459716797,0.0033979415893554688
prajjwal1/bert-medium,PyTorch,1000,4,0.0013880729675292969,0.0015091896057128906,0.001395211935043335,0.0011088848114013672,0.002087831497192383
prajjwal1/bert-medium,PyTorch,1000,8,0.001438140869140625,0.0015401840209960938,0.0014426000118255616,0.00121307373046875,0.0025479793548583984
prajjwal1/bert-medium,PyTorch,1000,16,0.001978158950805664,0.002110004425048828,0.0019813892841339113,0.001711130142211914,0.003173828125
