Model,Platform,Trials,Batch size,50th pct,90th pct,Average,Min,Max
roberta-base,PyTorch,100,1,0.010022401809692383,0.010265827178955078,0.09316298961639405,0.009134292602539062,8.302722930908203
roberta-base,PyTorch,100,2,0.01059722900390625,0.010810375213623047,0.010610988140106201,0.009919404983520508,0.01667475700378418
roberta-base,PyTorch,100,4,0.011310338973999023,0.011541128158569336,0.011487724781036377,0.010326623916625977,0.032547712326049805
roberta-base,PyTorch,100,8,0.011350870132446289,0.011581182479858398,0.011468002796173096,0.010366201400756836,0.02088022232055664
roberta-base,PyTorch,100,16,0.011223793029785156,0.011484861373901367,0.0111962890625,0.010486125946044922,0.014394521713256836
roberta-large,PyTorch,100,1,0.01952981948852539,0.019870519638061523,0.01949971675872803,0.018041610717773438,0.02239251136779785
roberta-large,PyTorch,100,2,0.020685672760009766,0.020997285842895508,0.020665082931518555,0.019695281982421875,0.024996042251586914
roberta-large,PyTorch,100,4,0.021886348724365234,0.022214174270629883,0.02204407215118408,0.020944595336914062,0.0363612174987793
roberta-large,PyTorch,100,8,0.021693944931030273,0.02205801010131836,0.022132720947265625,0.020586252212524414,0.048261404037475586
roberta-large,PyTorch,100,16,0.021785736083984375,0.02208709716796875,0.021867823600769044,0.020787715911865234,0.03130006790161133
albert-base-v2,PyTorch,100,1,0.011356830596923828,0.011559486389160156,0.011834409236907959,0.010588407516479492,0.05798745155334473
albert-base-v2,PyTorch,100,2,0.01198887825012207,0.012195348739624023,0.011949977874755859,0.011135578155517578,0.012811899185180664
albert-base-v2,PyTorch,100,4,0.012318611145019531,0.012782096862792969,0.012326781749725341,0.011548042297363281,0.01606893539428711
albert-base-v2,PyTorch,100,8,0.012414693832397461,0.012648820877075195,0.012423343658447265,0.011987686157226562,0.013799905776977539
albert-base-v2,PyTorch,100,16,0.012581348419189453,0.012837886810302734,0.012590184211730956,0.011873483657836914,0.013351917266845703
albert-large-v2,PyTorch,100,1,0.022185087203979492,0.023189067840576172,0.0223179030418396,0.02148580551147461,0.02499246597290039
albert-large-v2,PyTorch,100,2,0.023345232009887695,0.024441242218017578,0.0235060715675354,0.022219419479370117,0.0258636474609375
albert-large-v2,PyTorch,100,4,0.02467513084411621,0.025606632232666016,0.02477097511291504,0.023265600204467773,0.029940366744995117
albert-large-v2,PyTorch,100,8,0.023998260498046875,0.024454355239868164,0.025246427059173585,0.023190021514892578,0.0999443531036377
albert-large-v2,PyTorch,100,16,0.0243532657623291,0.02476787567138672,0.024389264583587648,0.02350592613220215,0.028531312942504883
albert-xlarge-v2,PyTorch,100,1,0.02234029769897461,0.023108243942260742,0.022447805404663086,0.021338224411010742,0.029414892196655273
albert-xlarge-v2,PyTorch,100,2,0.028871774673461914,0.029367923736572266,0.028508031368255617,0.02341461181640625,0.029622793197631836
albert-xlarge-v2,PyTorch,100,4,0.05404472351074219,0.054169654846191406,0.05336105346679688,0.02561640739440918,0.0579836368560791
albert-xlarge-v2,PyTorch,100,8,0.052100419998168945,0.05220174789428711,0.051445615291595456,0.025467395782470703,0.05232644081115723
albert-xlarge-v2,PyTorch,100,16,0.08334159851074219,0.08360457420349121,0.08208353281021118,0.02544379234313965,0.0838460922241211
albert-xxlarge-v2,PyTorch,100,1,0.02775859832763672,0.028009653091430664,0.026923308372497557,0.01160573959350586,0.029079437255859375
albert-xxlarge-v2,PyTorch,100,2,0.0547795295715332,0.05501079559326172,0.05318255662918091,0.012436389923095703,0.05524158477783203
albert-xxlarge-v2,PyTorch,100,4,0.11127448081970215,0.11142563819885254,0.10845563173294068,0.012834787368774414,0.1116943359375
albert-xxlarge-v2,PyTorch,100,8,0.11513042449951172,0.11540079116821289,0.1117064905166626,0.012419462203979492,0.1155693531036377
albert-xxlarge-v2,PyTorch,100,16,0.1562490463256836,0.1574089527130127,0.15157949447631835,0.013241291046142578,0.15848875045776367
bert-base-uncased,PyTorch,100,1,0.010158538818359375,0.010460853576660156,0.010169498920440674,0.009467601776123047,0.014186859130859375
bert-base-uncased,PyTorch,100,2,0.010768651962280273,0.010950565338134766,0.010734245777130128,0.009945154190063477,0.014678001403808594
bert-base-uncased,PyTorch,100,4,0.011318206787109375,0.011518478393554688,0.011263573169708252,0.01028132438659668,0.014148950576782227
bert-base-uncased,PyTorch,100,8,0.011379480361938477,0.01153874397277832,0.011361291408538818,0.010673284530639648,0.014637947082519531
bert-base-uncased,PyTorch,100,16,0.011322498321533203,0.01159214973449707,0.011336896419525146,0.010561943054199219,0.015663862228393555
bert-large-uncased,PyTorch,100,1,0.01977825164794922,0.02015829086303711,0.01974815845489502,0.018871784210205078,0.021956920623779297
bert-large-uncased,PyTorch,100,2,0.020999670028686523,0.022063016891479492,0.021176121234893798,0.020045995712280273,0.02763843536376953
bert-large-uncased,PyTorch,100,4,0.021836519241333008,0.02218317985534668,0.021898653507232666,0.020737886428833008,0.0264742374420166
bert-large-uncased,PyTorch,100,8,0.021832704544067383,0.022110939025878906,0.02182690620422363,0.021083593368530273,0.023976802825927734
bert-large-uncased,PyTorch,100,16,0.02198171615600586,0.02236032485961914,0.021991193294525146,0.02091813087463379,0.02631211280822754
