Model,Platform,Trials,Batch size,50th pct,90th pct,Average,Min,Max
roberta-base,PyTorch,100,1,0.011019229888916016,0.01206064224243164,0.017123894691467287,0.009757041931152344,0.6129968166351318
roberta-base,PyTorch,100,2,0.011463165283203125,0.011839866638183594,0.011419236660003662,0.010158061981201172,0.016150951385498047
roberta-base,PyTorch,100,4,0.01201319694519043,0.012623786926269531,0.012237277030944824,0.010413408279418945,0.02486586570739746
roberta-base,PyTorch,100,8,0.01228189468383789,0.01335287094116211,0.0125797700881958,0.011442184448242188,0.02071833610534668
roberta-base,PyTorch,100,16,0.012237310409545898,0.012547731399536133,0.012159438133239745,0.01102590560913086,0.01453399658203125
roberta-large,PyTorch,100,1,0.020120859146118164,0.02093052864074707,0.020115301609039307,0.018819093704223633,0.023921489715576172
roberta-large,PyTorch,100,2,0.021436452865600586,0.022816896438598633,0.02164538621902466,0.019917964935302734,0.025113582611083984
roberta-large,PyTorch,100,4,0.02218174934387207,0.023192405700683594,0.02226334571838379,0.020782470703125,0.02612161636352539
roberta-large,PyTorch,100,8,0.02230668067932129,0.023222684860229492,0.022809391021728517,0.02123737335205078,0.04884767532348633
roberta-large,PyTorch,100,16,0.022498369216918945,0.023401498794555664,0.022903916835784913,0.020774364471435547,0.069915771484375
albert-base-v2,PyTorch,100,1,0.011793375015258789,0.012340068817138672,0.012121798992156983,0.010818958282470703,0.04104185104370117
albert-base-v2,PyTorch,100,2,0.012442827224731445,0.012915372848510742,0.012365593910217285,0.01103663444519043,0.015366077423095703
albert-base-v2,PyTorch,100,4,0.012933969497680664,0.013451099395751953,0.012916183471679688,0.012012958526611328,0.013916254043579102
albert-base-v2,PyTorch,100,8,0.013170242309570312,0.01370382308959961,0.013249404430389404,0.011994361877441406,0.018354177474975586
albert-base-v2,PyTorch,100,16,0.012927532196044922,0.013532638549804688,0.012958152294158936,0.011949539184570312,0.015703201293945312
albert-large-v2,PyTorch,100,1,0.022784948348999023,0.024165868759155273,0.022891530990600584,0.021386384963989258,0.026528596878051758
albert-large-v2,PyTorch,100,2,0.024106502532958984,0.02575373649597168,0.024278554916381836,0.022604703903198242,0.027414321899414062
albert-large-v2,PyTorch,100,4,0.02504754066467285,0.02588343620300293,0.025114781856536865,0.023582935333251953,0.03029346466064453
albert-large-v2,PyTorch,100,8,0.024973630905151367,0.025861024856567383,0.025350406169891357,0.02326226234436035,0.05010795593261719
albert-large-v2,PyTorch,100,16,0.02553391456604004,0.02625751495361328,0.025492856502532957,0.023695707321166992,0.029635906219482422
albert-xlarge-v2,PyTorch,100,1,0.022734880447387695,0.023759841918945312,0.022876901626586912,0.021526813507080078,0.026208877563476562
albert-xlarge-v2,PyTorch,100,2,0.028859615325927734,0.02913498878479004,0.028489484786987304,0.02395772933959961,0.029580116271972656
albert-xlarge-v2,PyTorch,100,4,0.05384540557861328,0.05406618118286133,0.053177590370178225,0.026020526885986328,0.054680824279785156
albert-xlarge-v2,PyTorch,100,8,0.05200481414794922,0.05216193199157715,0.0513665509223938,0.026659011840820312,0.05224013328552246
albert-xlarge-v2,PyTorch,100,16,0.08334517478942871,0.08369326591491699,0.08211193084716797,0.026774168014526367,0.08742046356201172
albert-xxlarge-v2,PyTorch,100,1,0.027600526809692383,0.027813434600830078,0.026736860275268556,0.011837005615234375,0.028299331665039062
albert-xxlarge-v2,PyTorch,100,2,0.054637908935546875,0.054938316345214844,0.05307053089141846,0.013064146041870117,0.05551314353942871
albert-xxlarge-v2,PyTorch,100,4,0.11127257347106934,0.11140203475952148,0.10843692779541016,0.013685941696166992,0.11151432991027832
albert-xxlarge-v2,PyTorch,100,8,0.11506032943725586,0.11534571647644043,0.11170135498046875,0.013373136520385742,0.11691594123840332
albert-xxlarge-v2,PyTorch,100,16,0.15613079071044922,0.15740609169006348,0.1514606761932373,0.012753725051879883,0.15850472450256348
bert-base-uncased,PyTorch,100,1,0.010438680648803711,0.010932445526123047,0.010396926403045655,0.009567975997924805,0.01287221908569336
bert-base-uncased,PyTorch,100,2,0.010915756225585938,0.011488676071166992,0.010941715240478515,0.010121822357177734,0.012617349624633789
bert-base-uncased,PyTorch,100,4,0.011734485626220703,0.012250661849975586,0.011773474216461181,0.010945796966552734,0.013329744338989258
bert-base-uncased,PyTorch,100,8,0.01166224479675293,0.012063980102539062,0.011610941886901855,0.010689496994018555,0.013747453689575195
bert-base-uncased,PyTorch,100,16,0.011591196060180664,0.012229681015014648,0.011592729091644287,0.010371685028076172,0.01280975341796875
bert-large-uncased,PyTorch,100,1,0.020658254623413086,0.0216829776763916,0.020664894580841066,0.01894402503967285,0.02522754669189453
bert-large-uncased,PyTorch,100,2,0.021090984344482422,0.022113323211669922,0.021169774532318116,0.019550323486328125,0.022930622100830078
bert-large-uncased,PyTorch,100,4,0.022324800491333008,0.023189306259155273,0.022367868423461914,0.020930767059326172,0.025986433029174805
bert-large-uncased,PyTorch,100,8,0.02217578887939453,0.023151159286499023,0.022239191532135008,0.020833492279052734,0.025025606155395508
bert-large-uncased,PyTorch,100,16,0.02253246307373047,0.023387432098388672,0.022526710033416747,0.02083897590637207,0.025818347930908203
